One,Two
"['03,05,16,17,32,37,24', '01,02,06,12,18,24,25', '01,10,27,40,43,44,02']","04,10,28,44,45,48,39"
"['01,02,06,12,18,24,25', '01,10,27,40,43,44,02', '04,10,28,44,45,48,39']","01,04,09,17,19,41,07"
"['01,10,27,40,43,44,02', '04,10,28,44,45,48,39', '01,04,09,17,19,41,07']","03,11,13,16,21,36,26"
"['04,10,28,44,45,48,39', '01,04,09,17,19,41,07', '03,11,13,16,21,36,26']","10,25,29,34,47,49,17"
"['01,04,09,17,19,41,07', '03,11,13,16,21,36,26', '10,25,29,34,47,49,17']","15,17,22,28,36,46,24"
"['03,11,13,16,21,36,26', '10,25,29,34,47,49,17', '15,17,22,28,36,46,24']","05,07,11,18,38,40,31"
"['10,25,29,34,47,49,17', '15,17,22,28,36,46,24', '05,07,11,18,38,40,31']","09,20,23,26,28,37,44"
"['15,17,22,28,36,46,24', '05,07,11,18,38,40,31', '09,20,23,26,28,37,44']","09,36,38,40,46,47,13"
"['05,07,11,18,38,40,31', '09,20,23,26,28,37,44', '09,36,38,40,46,47,13']","03,10,19,26,29,48,18"
"['09,20,23,26,28,37,44', '09,36,38,40,46,47,13', '03,10,19,26,29,48,18']","03,04,08,09,24,49,23"
"['09,36,38,40,46,47,13', '03,10,19,26,29,48,18', '03,04,08,09,24,49,23']","08,09,16,17,19,30,45"
"['03,10,19,26,29,48,18', '03,04,08,09,24,49,23', '08,09,16,17,19,30,45']","08,10,12,28,38,42,33"
"['03,04,08,09,24,49,23', '08,09,16,17,19,30,45', '08,10,12,28,38,42,33']","01,16,24,31,35,39,21"
"['08,09,16,17,19,30,45', '08,10,12,28,38,42,33', '01,16,24,31,35,39,21']","20,25,29,31,37,46,49"
"['08,10,12,28,38,42,33', '01,16,24,31,35,39,21', '20,25,29,31,37,46,49']","02,15,22,27,45,48,32"
"['01,16,24,31,35,39,21', '20,25,29,31,37,46,49', '02,15,22,27,45,48,32']","03,14,18,22,28,36,47"
"['20,25,29,31,37,46,49', '02,15,22,27,45,48,32', '03,14,18,22,28,36,47']","03,05,22,32,42,49,28"
"['02,15,22,27,45,48,32', '03,14,18,22,28,36,47', '03,05,22,32,42,49,28']","09,17,18,21,42,48,07"
"['03,14,18,22,28,36,47', '03,05,22,32,42,49,28', '09,17,18,21,42,48,07']","23,31,35,40,41,44,21"
"['03,05,22,32,42,49,28', '09,17,18,21,42,48,07', '23,31,35,40,41,44,21']","02,11,22,29,34,39,45"
"['09,17,18,21,42,48,07', '23,31,35,40,41,44,21', '02,11,22,29,34,39,45']","04,06,07,12,25,47,09"
"['23,31,35,40,41,44,21', '02,11,22,29,34,39,45', '04,06,07,12,25,47,09']","16,24,25,38,42,46,06"
"['02,11,22,29,34,39,45', '04,06,07,12,25,47,09', '16,24,25,38,42,46,06']","02,12,31,35,43,47,40"
"['04,06,07,12,25,47,09', '16,24,25,38,42,46,06', '02,12,31,35,43,47,40']","02,05,12,25,26,38,06"
"['16,24,25,38,42,46,06', '02,12,31,35,43,47,40', '02,05,12,25,26,38,06']","11,22,27,29,35,40,48"
"['02,12,31,35,43,47,40', '02,05,12,25,26,38,06', '11,22,27,29,35,40,48']","01,05,18,25,35,41,14"
"['02,05,12,25,26,38,06', '11,22,27,29,35,40,48', '01,05,18,25,35,41,14']","02,12,15,27,38,40,35"
"['11,22,27,29,35,40,48', '01,05,18,25,35,41,14', '02,12,15,27,38,40,35']","01,06,07,25,39,41,05"
"['01,05,18,25,35,41,14', '02,12,15,27,38,40,35', '01,06,07,25,39,41,05']","13,21,32,39,42,46,36"
"['02,12,15,27,38,40,35', '01,06,07,25,39,41,05', '13,21,32,39,42,46,36']","01,07,12,22,29,31,04"
"['01,06,07,25,39,41,05', '13,21,32,39,42,46,36', '01,07,12,22,29,31,04']","02,05,10,19,23,25,11"
"['13,21,32,39,42,46,36', '01,07,12,22,29,31,04', '02,05,10,19,23,25,11']","15,29,37,39,48,49,46"
"['01,07,12,22,29,31,04', '02,05,10,19,23,25,11', '15,29,37,39,48,49,46']","05,10,13,18,34,35,15"
"['02,05,10,19,23,25,11', '15,29,37,39,48,49,46', '05,10,13,18,34,35,15']","02,29,34,40,44,45,01"
"['15,29,37,39,48,49,46', '05,10,13,18,34,35,15', '02,29,34,40,44,45,01']","09,12,23,36,44,48,26"
"['05,10,13,18,34,35,15', '02,29,34,40,44,45,01', '09,12,23,36,44,48,26']","01,05,09,21,24,49,35"
"['02,29,34,40,44,45,01', '09,12,23,36,44,48,26', '01,05,09,21,24,49,35']","09,23,26,28,29,44,31"
"['09,12,23,36,44,48,26', '01,05,09,21,24,49,35', '09,23,26,28,29,44,31']","18,24,37,38,43,47,02"
"['01,05,09,21,24,49,35', '09,23,26,28,29,44,31', '18,24,37,38,43,47,02']","13,32,35,39,41,42,01"
"['09,23,26,28,29,44,31', '18,24,37,38,43,47,02', '13,32,35,39,41,42,01']","20,28,33,41,43,45,10"
"['18,24,37,38,43,47,02', '13,32,35,39,41,42,01', '20,28,33,41,43,45,10']","11,17,28,34,36,46,26"
"['13,32,35,39,41,42,01', '20,28,33,41,43,45,10', '11,17,28,34,36,46,26']","03,05,20,38,39,44,43"
"['20,28,33,41,43,45,10', '11,17,28,34,36,46,26', '03,05,20,38,39,44,43']","01,02,11,26,28,46,16"
"['11,17,28,34,36,46,26', '03,05,20,38,39,44,43', '01,02,11,26,28,46,16']","01,16,23,25,36,47,21"
"['03,05,20,38,39,44,43', '01,02,11,26,28,46,16', '01,16,23,25,36,47,21']","07,08,11,25,34,43,16"
"['01,02,11,26,28,46,16', '01,16,23,25,36,47,21', '07,08,11,25,34,43,16']","10,15,18,43,45,48,11"
"['01,16,23,25,36,47,21', '07,08,11,25,34,43,16', '10,15,18,43,45,48,11']","02,11,13,25,34,36,38"
"['07,08,11,25,34,43,16', '10,15,18,43,45,48,11', '02,11,13,25,34,36,38']","01,18,30,32,41,48,24"
"['10,15,18,43,45,48,11', '02,11,13,25,34,36,38', '01,18,30,32,41,48,24']","11,12,27,41,43,46,36"
"['02,11,13,25,34,36,38', '01,18,30,32,41,48,24', '11,12,27,41,43,46,36']","13,31,35,40,47,48,39"
"['01,18,30,32,41,48,24', '11,12,27,41,43,46,36', '13,31,35,40,47,48,39']","10,13,21,26,29,47,49"
"['11,12,27,41,43,46,36', '13,31,35,40,47,48,39', '10,13,21,26,29,47,49']","01,16,27,28,41,46,38"
"['13,31,35,40,47,48,39', '10,13,21,26,29,47,49', '01,16,27,28,41,46,38']","06,22,34,38,40,44,15"
"['10,13,21,26,29,47,49', '01,16,27,28,41,46,38', '06,22,34,38,40,44,15']","21,24,28,34,45,49,46"
"['01,16,27,28,41,46,38', '06,22,34,38,40,44,15', '21,24,28,34,45,49,46']","09,10,29,32,38,42,37"
"['06,22,34,38,40,44,15', '21,24,28,34,45,49,46', '09,10,29,32,38,42,37']","08,20,22,25,38,40,41"
"['21,24,28,34,45,49,46', '09,10,29,32,38,42,37', '08,20,22,25,38,40,41']","09,15,16,19,44,49,37"
"['09,10,29,32,38,42,37', '08,20,22,25,38,40,41', '09,15,16,19,44,49,37']","08,31,40,44,45,48,06"
"['08,20,22,25,38,40,41', '09,15,16,19,44,49,37', '08,31,40,44,45,48,06']","05,15,23,28,31,33,49"
"['09,15,16,19,44,49,37', '08,31,40,44,45,48,06', '05,15,23,28,31,33,49']","02,04,06,20,42,47,39"
"['08,31,40,44,45,48,06', '05,15,23,28,31,33,49', '02,04,06,20,42,47,39']","10,18,22,34,35,37,41"
"['05,15,23,28,31,33,49', '02,04,06,20,42,47,39', '10,18,22,34,35,37,41']","04,10,39,43,45,49,33"
"['02,04,06,20,42,47,39', '10,18,22,34,35,37,41', '04,10,39,43,45,49,33']","14,31,33,40,45,46,49"
"['10,18,22,34,35,37,41', '04,10,39,43,45,49,33', '14,31,33,40,45,46,49']","04,11,21,39,42,43,10"
"['04,10,39,43,45,49,33', '14,31,33,40,45,46,49', '04,11,21,39,42,43,10']","05,06,17,19,20,32,18"
"['14,31,33,40,45,46,49', '04,11,21,39,42,43,10', '05,06,17,19,20,32,18']","14,15,25,37,47,49,13"
"['04,11,21,39,42,43,10', '05,06,17,19,20,32,18', '14,15,25,37,47,49,13']","28,35,36,38,43,49,47"
"['05,06,17,19,20,32,18', '14,15,25,37,47,49,13', '28,35,36,38,43,49,47']","04,13,22,24,26,41,28"
"['14,15,25,37,47,49,13', '28,35,36,38,43,49,47', '04,13,22,24,26,41,28']","12,14,20,21,23,31,45"
"['28,35,36,38,43,49,47', '04,13,22,24,26,41,28', '12,14,20,21,23,31,45']","02,15,16,31,33,46,40"
"['04,13,22,24,26,41,28', '12,14,20,21,23,31,45', '02,15,16,31,33,46,40']","12,15,24,32,39,49,06"
"['12,14,20,21,23,31,45', '02,15,16,31,33,46,40', '12,15,24,32,39,49,06']","06,22,36,39,48,49,28"
"['02,15,16,31,33,46,40', '12,15,24,32,39,49,06', '06,22,36,39,48,49,28']","05,13,25,30,39,48,36"
"['12,15,24,32,39,49,06', '06,22,36,39,48,49,28', '05,13,25,30,39,48,36']","01,13,19,33,38,45,36"
"['06,22,36,39,48,49,28', '05,13,25,30,39,48,36', '01,13,19,33,38,45,36']","18,19,27,34,44,48,37"
"['05,13,25,30,39,48,36', '01,13,19,33,38,45,36', '18,19,27,34,44,48,37']","02,08,25,39,43,46,13"
"['01,13,19,33,38,45,36', '18,19,27,34,44,48,37', '02,08,25,39,43,46,13']","07,28,30,41,45,48,44"
"['18,19,27,34,44,48,37', '02,08,25,39,43,46,13', '07,28,30,41,45,48,44']","12,16,26,32,41,48,01"
"['02,08,25,39,43,46,13', '07,28,30,41,45,48,44', '12,16,26,32,41,48,01']","07,08,10,12,47,48,38"
"['07,28,30,41,45,48,44', '12,16,26,32,41,48,01', '07,08,10,12,47,48,38']","06,18,26,39,42,45,14"
"['12,16,26,32,41,48,01', '07,08,10,12,47,48,38', '06,18,26,39,42,45,14']","08,13,18,26,34,36,17"
"['07,08,10,12,47,48,38', '06,18,26,39,42,45,14', '08,13,18,26,34,36,17']","06,07,15,31,36,44,29"
"['06,18,26,39,42,45,14', '08,13,18,26,34,36,17', '06,07,15,31,36,44,29']","06,26,27,44,45,46,02"
"['08,13,18,26,34,36,17', '06,07,15,31,36,44,29', '06,26,27,44,45,46,02']","13,28,33,38,43,48,04"
"['06,07,15,31,36,44,29', '06,26,27,44,45,46,02', '13,28,33,38,43,48,04']","10,16,26,28,31,33,44"
"['06,26,27,44,45,46,02', '13,28,33,38,43,48,04', '10,16,26,28,31,33,44']","26,28,35,39,44,45,18"
"['13,28,33,38,43,48,04', '10,16,26,28,31,33,44', '26,28,35,39,44,45,18']","12,19,23,42,44,48,33"
"['10,16,26,28,31,33,44', '26,28,35,39,44,45,18', '12,19,23,42,44,48,33']","13,21,23,27,31,49,19"
"['26,28,35,39,44,45,18', '12,19,23,42,44,48,33', '13,21,23,27,31,49,19']","01,04,07,08,25,31,33"
"['12,19,23,42,44,48,33', '13,21,23,27,31,49,19', '01,04,07,08,25,31,33']","06,13,24,31,32,49,03"
"['13,21,23,27,31,49,19', '01,04,07,08,25,31,33', '06,13,24,31,32,49,03']","16,32,42,45,46,49,03"
"['01,04,07,08,25,31,33', '06,13,24,31,32,49,03', '16,32,42,45,46,49,03']","12,19,30,32,34,36,37"
"['06,13,24,31,32,49,03', '16,32,42,45,46,49,03', '12,19,30,32,34,36,37']","02,04,08,27,33,48,14"
"['16,32,42,45,46,49,03', '12,19,30,32,34,36,37', '02,04,08,27,33,48,14']","16,18,37,38,45,46,10"
"['12,19,30,32,34,36,37', '02,04,08,27,33,48,14', '16,18,37,38,45,46,10']","05,27,28,30,35,42,37"
"['02,04,08,27,33,48,14', '16,18,37,38,45,46,10', '05,27,28,30,35,42,37']","14,26,28,35,41,45,33"
"['16,18,37,38,45,46,10', '05,27,28,30,35,42,37', '14,26,28,35,41,45,33']","03,06,07,14,16,43,17"
"['05,27,28,30,35,42,37', '14,26,28,35,41,45,33', '03,06,07,14,16,43,17']","14,19,31,37,42,45,11"
"['14,26,28,35,41,45,33', '03,06,07,14,16,43,17', '14,19,31,37,42,45,11']","01,23,34,37,43,45,09"
"['03,06,07,14,16,43,17', '14,19,31,37,42,45,11', '01,23,34,37,43,45,09']","06,07,11,19,47,48,17"
"['14,19,31,37,42,45,11', '01,23,34,37,43,45,09', '06,07,11,19,47,48,17']","02,17,28,29,38,49,16"
"['01,23,34,37,43,45,09', '06,07,11,19,47,48,17', '02,17,28,29,38,49,16']","05,17,29,34,38,47,26"
"['06,07,11,19,47,48,17', '02,17,28,29,38,49,16', '05,17,29,34,38,47,26']","12,14,20,22,37,40,23"
"['02,17,28,29,38,49,16', '05,17,29,34,38,47,26', '12,14,20,22,37,40,23']","05,18,20,33,38,40,34"
"['05,17,29,34,38,47,26', '12,14,20,22,37,40,23', '05,18,20,33,38,40,34']","06,30,34,45,46,48,29"
"['12,14,20,22,37,40,23', '05,18,20,33,38,40,34', '06,30,34,45,46,48,29']","06,08,29,39,46,49,23"
"['05,18,20,33,38,40,34', '06,30,34,45,46,48,29', '06,08,29,39,46,49,23']","05,07,11,19,36,42,23"
"['06,30,34,45,46,48,29', '06,08,29,39,46,49,23', '05,07,11,19,36,42,23']","01,04,05,15,18,42,06"
"['06,08,29,39,46,49,23', '05,07,11,19,36,42,23', '01,04,05,15,18,42,06']","09,10,12,25,33,38,05"
"['05,07,11,19,36,42,23', '01,04,05,15,18,42,06', '09,10,12,25,33,38,05']","08,13,16,41,43,46,31"
"['01,04,05,15,18,42,06', '09,10,12,25,33,38,05', '08,13,16,41,43,46,31']","09,17,23,26,30,41,19"
"['09,10,12,25,33,38,05', '08,13,16,41,43,46,31', '09,17,23,26,30,41,19']","01,17,21,35,36,46,19"
"['08,13,16,41,43,46,31', '09,17,23,26,30,41,19', '01,17,21,35,36,46,19']","07,15,20,32,36,44,03"
"['09,17,23,26,30,41,19', '01,17,21,35,36,46,19', '07,15,20,32,36,44,03']","06,07,23,31,33,36,24"
"['01,17,21,35,36,46,19', '07,15,20,32,36,44,03', '06,07,23,31,33,36,24']","08,19,30,33,37,43,22"
"['07,15,20,32,36,44,03', '06,07,23,31,33,36,24', '08,19,30,33,37,43,22']","02,06,08,25,30,45,38"
"['06,07,23,31,33,36,24', '08,19,30,33,37,43,22', '02,06,08,25,30,45,38']","06,13,20,21,33,40,26"
"['08,19,30,33,37,43,22', '02,06,08,25,30,45,38', '06,13,20,21,33,40,26']","01,09,21,39,40,41,46"
"['02,06,08,25,30,45,38', '06,13,20,21,33,40,26', '01,09,21,39,40,41,46']","01,10,37,39,43,44,35"
"['06,13,20,21,33,40,26', '01,09,21,39,40,41,46', '01,10,37,39,43,44,35']","02,08,11,14,15,21,31"
"['01,09,21,39,40,41,46', '01,10,37,39,43,44,35', '02,08,11,14,15,21,31']","11,12,15,28,43,48,37"
"['01,10,37,39,43,44,35', '02,08,11,14,15,21,31', '11,12,15,28,43,48,37']","02,05,27,30,33,48,19"
"['02,08,11,14,15,21,31', '11,12,15,28,43,48,37', '02,05,27,30,33,48,19']","05,06,25,33,38,49,47"
"['11,12,15,28,43,48,37', '02,05,27,30,33,48,19', '05,06,25,33,38,49,47']","17,24,34,38,42,49,30"
"['02,05,27,30,33,48,19', '05,06,25,33,38,49,47', '17,24,34,38,42,49,30']","10,11,14,17,24,45,19"
"['05,06,25,33,38,49,47', '17,24,34,38,42,49,30', '10,11,14,17,24,45,19']","16,20,24,30,38,40,06"
"['17,24,34,38,42,49,30', '10,11,14,17,24,45,19', '16,20,24,30,38,40,06']","18,23,25,28,35,36,16"
"['10,11,14,17,24,45,19', '16,20,24,30,38,40,06', '18,23,25,28,35,36,16']","06,10,19,27,32,41,43"
"['16,20,24,30,38,40,06', '18,23,25,28,35,36,16', '06,10,19,27,32,41,43']","03,09,16,40,43,48,42"
"['18,23,25,28,35,36,16', '06,10,19,27,32,41,43', '03,09,16,40,43,48,42']","04,08,12,20,22,39,48"
"['06,10,19,27,32,41,43', '03,09,16,40,43,48,42', '04,08,12,20,22,39,48']","03,20,21,42,44,46,25"
"['03,09,16,40,43,48,42', '04,08,12,20,22,39,48', '03,20,21,42,44,46,25']","12,28,29,35,37,42,08"
"['04,08,12,20,22,39,48', '03,20,21,42,44,46,25', '12,28,29,35,37,42,08']","04,36,37,42,45,46,01"
"['03,20,21,42,44,46,25', '12,28,29,35,37,42,08', '04,36,37,42,45,46,01']","14,16,25,27,42,49,44"
"['12,28,29,35,37,42,08', '04,36,37,42,45,46,01', '14,16,25,27,42,49,44']","07,30,37,41,43,49,10"
"['04,36,37,42,45,46,01', '14,16,25,27,42,49,44', '07,30,37,41,43,49,10']","11,20,31,34,36,38,15"
"['14,16,25,27,42,49,44', '07,30,37,41,43,49,10', '11,20,31,34,36,38,15']","06,16,24,34,42,43,23"
"['07,30,37,41,43,49,10', '11,20,31,34,36,38,15', '06,16,24,34,42,43,23']","01,06,09,16,42,44,03"
"['11,20,31,34,36,38,15', '06,16,24,34,42,43,23', '01,06,09,16,42,44,03']","14,23,24,41,44,47,10"
"['06,16,24,34,42,43,23', '01,06,09,16,42,44,03', '14,23,24,41,44,47,10']","08,09,14,19,20,33,29"
"['01,06,09,16,42,44,03', '14,23,24,41,44,47,10', '08,09,14,19,20,33,29']","11,15,17,21,23,31,09"
"['14,23,24,41,44,47,10', '08,09,14,19,20,33,29', '11,15,17,21,23,31,09']","01,20,29,30,35,39,43"
"['08,09,14,19,20,33,29', '11,15,17,21,23,31,09', '01,20,29,30,35,39,43']","01,18,31,39,41,47,44"
"['11,15,17,21,23,31,09', '01,20,29,30,35,39,43', '01,18,31,39,41,47,44']","03,08,14,18,19,43,29"
"['01,20,29,30,35,39,43', '01,18,31,39,41,47,44', '03,08,14,18,19,43,29']","01,25,35,37,44,46,43"
"['01,18,31,39,41,47,44', '03,08,14,18,19,43,29', '01,25,35,37,44,46,43']","08,11,12,32,38,45,24"
"['03,08,14,18,19,43,29', '01,25,35,37,44,46,43', '08,11,12,32,38,45,24']","03,04,15,23,26,47,12"
"['01,25,35,37,44,46,43', '08,11,12,32,38,45,24', '03,04,15,23,26,47,12']","04,12,15,37,41,42,19"
"['08,11,12,32,38,45,24', '03,04,15,23,26,47,12', '04,12,15,37,41,42,19']","04,11,34,35,45,48,24"
"['03,04,15,23,26,47,12', '04,12,15,37,41,42,19', '04,11,34,35,45,48,24']","02,09,15,16,22,49,07"
"['04,12,15,37,41,42,19', '04,11,34,35,45,48,24', '02,09,15,16,22,49,07']","01,15,20,37,47,48,38"
"['04,11,34,35,45,48,24', '02,09,15,16,22,49,07', '01,15,20,37,47,48,38']","11,20,31,38,42,46,37"
"['02,09,15,16,22,49,07', '01,15,20,37,47,48,38', '11,20,31,38,42,46,37']","01,23,28,46,47,49,06"
"['01,15,20,37,47,48,38', '11,20,31,38,42,46,37', '01,23,28,46,47,49,06']","08,20,35,36,45,46,44"
"['11,20,31,38,42,46,37', '01,23,28,46,47,49,06', '08,20,35,36,45,46,44']","02,12,19,26,34,46,38"
"['01,23,28,46,47,49,06', '08,20,35,36,45,46,44', '02,12,19,26,34,46,38']","05,08,18,26,38,42,02"
"['08,20,35,36,45,46,44', '02,12,19,26,34,46,38', '05,08,18,26,38,42,02']","02,03,19,26,27,41,07"
"['02,12,19,26,34,46,38', '05,08,18,26,38,42,02', '02,03,19,26,27,41,07']","03,16,24,25,40,43,48"
"['05,08,18,26,38,42,02', '02,03,19,26,27,41,07', '03,16,24,25,40,43,48']","09,12,30,33,42,49,04"
"['02,03,19,26,27,41,07', '03,16,24,25,40,43,48', '09,12,30,33,42,49,04']","03,09,19,40,44,49,04"
"['03,16,24,25,40,43,48', '09,12,30,33,42,49,04', '03,09,19,40,44,49,04']","09,13,15,27,34,42,02"
"['09,12,30,33,42,49,04', '03,09,19,40,44,49,04', '09,13,15,27,34,42,02']","04,06,14,16,20,41,02"
"['03,09,19,40,44,49,04', '09,13,15,27,34,42,02', '04,06,14,16,20,41,02']","01,23,25,37,39,45,21"
"['09,13,15,27,34,42,02', '04,06,14,16,20,41,02', '01,23,25,37,39,45,21']","08,10,16,22,37,38,14"
"['04,06,14,16,20,41,02', '01,23,25,37,39,45,21', '08,10,16,22,37,38,14']","05,23,36,38,40,42,01"
"['01,23,25,37,39,45,21', '08,10,16,22,37,38,14', '05,23,36,38,40,42,01']","06,10,11,32,34,39,07"
"['08,10,16,22,37,38,14', '05,23,36,38,40,42,01', '06,10,11,32,34,39,07']","12,17,26,31,35,48,40"
"['05,23,36,38,40,42,01', '06,10,11,32,34,39,07', '12,17,26,31,35,48,40']","05,08,09,15,29,45,18"
"['06,10,11,32,34,39,07', '12,17,26,31,35,48,40', '05,08,09,15,29,45,18']","07,23,28,29,38,46,14"
"['12,17,26,31,35,48,40', '05,08,09,15,29,45,18', '07,23,28,29,38,46,14']","12,28,30,40,47,49,03"
"['05,08,09,15,29,45,18', '07,23,28,29,38,46,14', '12,28,30,40,47,49,03']","03,09,18,42,45,46,05"
"['07,23,28,29,38,46,14', '12,28,30,40,47,49,03', '03,09,18,42,45,46,05']","04,21,25,35,39,42,45"
"['12,28,30,40,47,49,03', '03,09,18,42,45,46,05', '04,21,25,35,39,42,45']","06,13,15,17,18,22,03"
"['03,09,18,42,45,46,05', '04,21,25,35,39,42,45', '06,13,15,17,18,22,03']","05,07,09,15,31,34,38"
"['04,21,25,35,39,42,45', '06,13,15,17,18,22,03', '05,07,09,15,31,34,38']","05,08,24,31,32,39,04"
"['06,13,15,17,18,22,03', '05,07,09,15,31,34,38', '05,08,24,31,32,39,04']","09,17,18,27,36,42,10"
"['05,07,09,15,31,34,38', '05,08,24,31,32,39,04', '09,17,18,27,36,42,10']","07,12,16,17,19,33,39"
"['05,08,24,31,32,39,04', '09,17,18,27,36,42,10', '07,12,16,17,19,33,39']","02,14,18,21,37,43,13"
"['09,17,18,27,36,42,10', '07,12,16,17,19,33,39', '02,14,18,21,37,43,13']","05,06,18,23,26,29,16"
"['07,12,16,17,19,33,39', '02,14,18,21,37,43,13', '05,06,18,23,26,29,16']","03,15,21,23,36,49,10"
"['02,14,18,21,37,43,13', '05,06,18,23,26,29,16', '03,15,21,23,36,49,10']","12,21,34,37,38,39,27"
"['05,06,18,23,26,29,16', '03,15,21,23,36,49,10', '12,21,34,37,38,39,27']","11,15,18,25,29,49,05"
"['03,15,21,23,36,49,10', '12,21,34,37,38,39,27', '11,15,18,25,29,49,05']","02,08,12,20,26,33,13"
"['12,21,34,37,38,39,27', '11,15,18,25,29,49,05', '02,08,12,20,26,33,13']","04,05,13,26,32,42,46"
"['11,15,18,25,29,49,05', '02,08,12,20,26,33,13', '04,05,13,26,32,42,46']","10,29,30,32,43,47,35"
"['02,08,12,20,26,33,13', '04,05,13,26,32,42,46', '10,29,30,32,43,47,35']","01,11,16,21,23,40,10"
"['04,05,13,26,32,42,46', '10,29,30,32,43,47,35', '01,11,16,21,23,40,10']","03,11,18,20,21,26,24"
"['10,29,30,32,43,47,35', '01,11,16,21,23,40,10', '03,11,18,20,21,26,24']","04,12,15,19,26,31,41"
"['01,11,16,21,23,40,10', '03,11,18,20,21,26,24', '04,12,15,19,26,31,41']","07,11,22,24,28,30,35"
"['03,11,18,20,21,26,24', '04,12,15,19,26,31,41', '07,11,22,24,28,30,35']","08,20,22,39,45,46,31"
"['04,12,15,19,26,31,41', '07,11,22,24,28,30,35', '08,20,22,39,45,46,31']","18,23,26,38,39,48,45"
"['07,11,22,24,28,30,35', '08,20,22,39,45,46,31', '18,23,26,38,39,48,45']","06,15,22,25,35,41,32"
"['08,20,22,39,45,46,31', '18,23,26,38,39,48,45', '06,15,22,25,35,41,32']","06,07,10,13,31,39,18"
"['18,23,26,38,39,48,45', '06,15,22,25,35,41,32', '06,07,10,13,31,39,18']","01,02,07,08,27,45,19"
"['06,15,22,25,35,41,32', '06,07,10,13,31,39,18', '01,02,07,08,27,45,19']","12,22,24,26,27,47,40"
"['06,07,10,13,31,39,18', '01,02,07,08,27,45,19', '12,22,24,26,27,47,40']","03,20,21,22,26,27,25"
"['01,02,07,08,27,45,19', '12,22,24,26,27,47,40', '03,20,21,22,26,27,25']","07,16,32,39,45,49,30"
"['12,22,24,26,27,47,40', '03,20,21,22,26,27,25', '07,16,32,39,45,49,30']","26,28,29,30,36,37,18"
"['03,20,21,22,26,27,25', '07,16,32,39,45,49,30', '26,28,29,30,36,37,18']","13,18,26,28,35,48,42"
"['07,16,32,39,45,49,30', '26,28,29,30,36,37,18', '13,18,26,28,35,48,42']","25,31,34,40,41,47,15"
"['26,28,29,30,36,37,18', '13,18,26,28,35,48,42', '25,31,34,40,41,47,15']","07,30,38,39,40,43,13"
"['13,18,26,28,35,48,42', '25,31,34,40,41,47,15', '07,30,38,39,40,43,13']","02,14,23,25,26,40,06"
"['25,31,34,40,41,47,15', '07,30,38,39,40,43,13', '02,14,23,25,26,40,06']","09,11,30,41,47,49,04"
"['07,30,38,39,40,43,13', '02,14,23,25,26,40,06', '09,11,30,41,47,49,04']","07,13,23,33,34,42,30"
"['02,14,23,25,26,40,06', '09,11,30,41,47,49,04', '07,13,23,33,34,42,30']","02,03,04,17,27,39,15"
"['09,11,30,41,47,49,04', '07,13,23,33,34,42,30', '02,03,04,17,27,39,15']","02,13,29,39,44,49,35"
"['07,13,23,33,34,42,30', '02,03,04,17,27,39,15', '02,13,29,39,44,49,35']","04,07,19,30,36,46,48"
"['02,03,04,17,27,39,15', '02,13,29,39,44,49,35', '04,07,19,30,36,46,48']","16,17,23,32,42,48,02"
"['02,13,29,39,44,49,35', '04,07,19,30,36,46,48', '16,17,23,32,42,48,02']","06,08,17,19,30,47,23"
"['04,07,19,30,36,46,48', '16,17,23,32,42,48,02', '06,08,17,19,30,47,23']","05,10,22,26,31,48,41"
"['16,17,23,32,42,48,02', '06,08,17,19,30,47,23', '05,10,22,26,31,48,41']","06,08,23,26,28,36,37"
"['06,08,17,19,30,47,23', '05,10,22,26,31,48,41', '06,08,23,26,28,36,37']","07,08,17,22,27,44,28"
"['05,10,22,26,31,48,41', '06,08,23,26,28,36,37', '07,08,17,22,27,44,28']","11,13,14,21,42,47,22"
"['06,08,23,26,28,36,37', '07,08,17,22,27,44,28', '11,13,14,21,42,47,22']","27,30,35,39,43,47,25"
"['07,08,17,22,27,44,28', '11,13,14,21,42,47,22', '27,30,35,39,43,47,25']","03,11,26,43,46,48,05"
"['11,13,14,21,42,47,22', '27,30,35,39,43,47,25', '03,11,26,43,46,48,05']","06,11,23,29,45,49,26"
"['27,30,35,39,43,47,25', '03,11,26,43,46,48,05', '06,11,23,29,45,49,26']","02,08,24,28,31,48,15"
"['03,11,26,43,46,48,05', '06,11,23,29,45,49,26', '02,08,24,28,31,48,15']","03,15,16,25,40,48,18"
"['06,11,23,29,45,49,26', '02,08,24,28,31,48,15', '03,15,16,25,40,48,18']","01,08,19,23,38,40,05"
"['02,08,24,28,31,48,15', '03,15,16,25,40,48,18', '01,08,19,23,38,40,05']","04,18,26,37,41,44,06"
"['03,15,16,25,40,48,18', '01,08,19,23,38,40,05', '04,18,26,37,41,44,06']","02,11,35,37,48,49,05"
"['01,08,19,23,38,40,05', '04,18,26,37,41,44,06', '02,11,35,37,48,49,05']","03,26,29,38,43,45,28"
"['04,18,26,37,41,44,06', '02,11,35,37,48,49,05', '03,26,29,38,43,45,28']","04,15,23,41,44,45,46"
"['02,11,35,37,48,49,05', '03,26,29,38,43,45,28', '04,15,23,41,44,45,46']","04,24,28,30,35,39,19"
"['03,26,29,38,43,45,28', '04,15,23,41,44,45,46', '04,24,28,30,35,39,19']","03,10,11,36,37,45,29"
